id,pokemon_id,method,move_id
374,5,Breeding,324
375,5,Breeding,32
376,5,Breeding,113
377,5,Breeding,88
378,5,Breeding,116
379,5,Breeding,292
380,5,Breeding,162
381,5,Breeding,83
382,5,Breeding,114
383,5,Breeding,170
384,5,Move Tutor,153
385,5,Move Tutor,153
386,5,Move Tutor,154
387,5,Move Tutor,219
388,5,Move Tutor,252
389,5,Move Tutor,324
390,5,Move Tutor,438
391,5,Move Tutor,448
392,5,Move Tutor,509
393,5,Gen IV TM43,408
394,5,Gen IV TM58,135
395,5,Gen IV TM78,62
396,5,Gen IV TM83,314
397,5,Move Tutor - PtHGSS,180
398,5,Move Tutor - PtHGSS,487
399,5,Move Tutor - PtHGSS,311
400,5,Move Tutor - HGSS,210
401,5,Move Tutor - Emerald,124
402,5,Move Tutor - Emerald,96
403,5,Move Tutor - FRLG,288
404,5,Move Tutor - FRLG,287
405,5,Move Tutor - FRLG,43
406,5,Move Tutor - FRLG,109
407,5,Move Tutor - FRLG,412
408,5,Move Tutor - FRLG,297
409,6,Level 0,112
410,6,Level 0,415
411,6,Level 0,11
412,6,Level 0,405
413,6,Level 0,195
414,6,Level 0,132
415,6,Level 0,445
416,6,Level 7,132
417,6,Level 10,445
418,6,Level 17,115
419,6,Level 21,404
420,6,Level 28,152
421,6,Level 32,158
422,6,Level 36,546
423,6,Level 41,436
424,6,Level 47,161
425,6,Level 56,155
426,6,Level 62,248
427,6,Level 71,219
428,6,Level 77,162
429,6,TM01,225
430,6,TM02,112
431,6,TM05,382
432,6,TM06,513
433,6,TM10,224
434,6,TM11,478
435,6,TM15,233
436,6,TM17,348
437,6,TM21,178
438,6,TM22,451
439,6,TM26,126
440,6,TM27,379
441,6,TM28,100
442,6,TM31,50
443,6,TM32,108
444,6,TM35,161
445,6,TM38,151
446,6,TM39,390
447,6,TM40,6
448,6,TM42,142
449,6,TM43,159
450,6,TM44,377
451,6,TM45,24
452,6,TM48,396
453,6,TM49,127
454,6,TM50,325
455,6,TM52,168
456,6,TM56,166
457,6,TM58,432
458,6,TM59,247
459,6,TM61,545
460,6,TM65,415
461,6,TM68,188
462,6,TM75,489
463,6,TM78,57
464,6,TM80,387
465,6,TM82,117
466,6,TM87,483
467,6,TM90,476
468,6,TM94,388
469,6,HM01,92
470,6,HM02,167
471,6,HM04,470
472,6,Breeding,33
473,6,Breeding,14
474,6,Breeding,37
475,6,Breeding,324
476,6,Breeding,32
477,6,Breeding,113
478,6,Breeding,88
479,6,Breeding,116
480,6,Breeding,292
481,6,Breeding,162
482,6,Breeding,83
483,6,Breeding,114
484,6,Breeding,170
485,6,Move Tutor,38
486,6,Move Tutor,153
487,6,Move Tutor,38
488,6,Move Tutor,114
489,6,Move Tutor,153
490,6,Move Tutor,154
491,6,Move Tutor,219
492,6,Move Tutor,252
493,6,Move Tutor,324
494,6,Move Tutor,395
495,6,Move Tutor,438
496,6,Move Tutor,448
497,6,Move Tutor,496
498,6,Move Tutor,509
499,6,Gen IV TM43,408
500,6,Gen IV TM47,464
501,6,Gen IV TM58,135
502,6,Gen IV TM78,62
503,6,Gen IV TM83,314
504,6,Gen IV HM05 DPt,97
505,6,Move Tutor - PtHGSS,10
506,6,Move Tutor - PtHGSS,180
507,6,Move Tutor - PtHGSS,323
508,6,Move Tutor - PtHGSS,487
509,6,Move Tutor - PtHGSS,311
510,6,Move Tutor - PtHGSS,522
511,6,Move Tutor - HGSS,210
512,6,Move Tutor - Emerald,124
513,6,Move Tutor - Emerald,96
514,6,Move Tutor - FRLG,288
515,6,Move Tutor - FRLG,287
516,6,Move Tutor - FRLG,43
517,6,Move Tutor - FRLG,109
518,6,Move Tutor - FRLG,412
519,6,Move Tutor - FRLG,297
520,7,Level 0,492
521,7,Level 4,495
522,7,Level 7,52
523,7,Level 10,548
524,7,Level 13,534
525,7,Level 16,37
526,7,Level 19,367
527,7,Level 22,348
528,7,Level 25,536
529,7,Level 28,17
530,7,Level 31,430
531,7,Level 34,250
532,7,Level 37,366
533,7,Level 40,232
534,7,TM06,513
535,7,TM07,204
536,7,TM10,224
537,7,TM13,238
538,7,TM14,40
539,7,TM17,348
540,7,TM18,366
541,7,TM21,178
542,7,TM27,379
543,7,TM28,100
544,7,TM31,50
545,7,TM32,108
546,7,TM39,390
547,7,TM42,142
548,7,TM44,377
549,7,TM45,24
550,7,TM48,396
551,7,TM55,403
552,7,TM56,166
553,7,TM74,203
554,7,TM87,483
555,7,TM90,476
556,7,TM94,388
557,7,HM03,482
558,7,HM04,470
559,7,HM05,539
560,7,HM06,103
561,7,Breeding,301
562,7,Breeding,207
563,7,Breeding,304
564,7,Breeding,173
565,7,Breeding,157
566,7,Breeding,375
567,7,Breeding,310
568,7,Breeding,556
569,7,Breeding,312
570,7,Breeding,144
571,7,Breeding,16
572,7,Breeding,15
573,7,Breeding,538
574,7,Breeding,51
575,7,Move Tutor,535
576,7,Move Tutor,17
577,7,Move Tutor,241
578,7,Move Tutor,245
579,7,Move Tutor,250
580,7,Move Tutor,252
581,7,Move Tutor,438
582,7,Move Tutor,448
583,7,Move Tutor,535
584,7,Move Tutor,558
585,7,Gen IV TM01,170
586,7,Gen IV TM43,408
587,7,Gen IV TM58,135
588,7,Gen IV TM78,62
589,7,Gen IV TM83,314
590,7,Gen IV HM05 HGSS,541
591,7,Move Tutor - PtHGSS,311
592,7,Move Tutor - PtHGSS,394
593,7,Move Tutor - HGSS,210
594,7,Move Tutor - Emerald,124
595,7,Move Tutor - Emerald,96
596,7,Move Tutor - FRLG,288
597,7,Move Tutor - FRLG,287
598,7,Move Tutor - FRLG,43
599,7,Move Tutor - FRLG,109
600,7,Move Tutor - FRLG,83
601,7,Move Tutor - FRLG,412
602,7,Move Tutor - FRLG,297
603,8,Level 0,492
604,8,Level 0,495
605,8,Level 0,52
606,8,Level 4,495
607,8,Level 7,52
608,8,Level 10,548
609,8,Level 13,534
610,8,Level 16,37
611,8,Level 20,367
612,8,Level 24,348
613,8,Level 28,536
614,8,Level 32,17
615,8,Level 36,430
616,8,Level 40,250
617,8,Level 44,366
618,8,Level 48,232
619,8,TM06,513
620,8,TM07,204
621,8,TM10,224
622,8,TM13,238
623,8,TM14,40
624,8,TM17,348
625,8,TM18,366
626,8,TM21,178
627,8,TM27,379
628,8,TM28,100
629,8,TM31,50
630,8,TM32,108
631,8,TM39,390
632,8,TM42,142
633,8,TM44,377
634,8,TM45,24
635,8,TM48,396
636,8,TM55,403
637,8,TM56,166
638,8,TM74,203
639,8,TM87,483
640,8,TM90,476
641,8,TM94,388
642,8,HM03,482
643,8,HM04,470
644,8,HM05,539
645,8,HM06,103
646,8,Breeding,301
647,8,Breeding,207
648,8,Breeding,304
649,8,Breeding,173
650,8,Breeding,157
651,8,Breeding,375
652,8,Breeding,310
653,8,Breeding,556
654,8,Breeding,312
655,8,Breeding,144
656,8,Breeding,16
657,8,Breeding,15
658,8,Breeding,538
659,8,Breeding,51
660,8,Move Tutor,535
661,8,Move Tutor,17
662,8,Move Tutor,241
663,8,Move Tutor,245
664,8,Move Tutor,250
665,8,Move Tutor,252
666,8,Move Tutor,438
667,8,Move Tutor,448
668,8,Move Tutor,535
669,8,Move Tutor,558
670,8,Gen IV TM01,170
671,8,Gen IV TM43,408
672,8,Gen IV TM58,135
673,8,Gen IV TM78,62
674,8,Gen IV TM83,314
675,8,Gen IV HM05 HGSS,541
676,8,Move Tutor - PtHGSS,311
677,8,Move Tutor - PtHGSS,394
678,8,Move Tutor - HGSS,210
679,8,Move Tutor - Emerald,124
680,8,Move Tutor - Emerald,96
681,8,Move Tutor - FRLG,288
682,8,Move Tutor - FRLG,287
683,8,Move Tutor - FRLG,43
684,8,Move Tutor - FRLG,109
685,8,Move Tutor - FRLG,83
686,8,Move Tutor - FRLG,412
687,8,Move Tutor - FRLG,297
688,9,Level 0,164
689,9,Level 0,492
690,9,Level 0,495
691,9,Level 0,52
692,9,Level 0,548
693,9,Level 4,495
694,9,Level 7,52
695,9,Level 10,548
696,9,Level 13,534
697,9,Level 16,37
698,9,Level 20,367
699,9,Level 24,348
700,9,Level 28,536
701,9,Level 32,17
702,9,Level 39,430
703,9,Level 46,250
704,9,Level 53,366
705,9,Level 60,232
706,9,TM05,382
707,9,TM06,513
708,9,TM07,204
709,9,TM10,224
710,9,TM13,238
711,9,TM14,40
712,9,TM15,233
713,9,TM17,348
714,9,TM18,366
715,9,TM21,178
716,9,TM23,442
717,9,TM26,126
718,9,TM27,379
719,9,TM28,100
720,9,TM31,50
721,9,TM32,108
722,9,TM39,390
723,9,TM42,142
724,9,TM44,377
725,9,TM45,24
726,9,TM48,396
727,9,TM52,168
728,9,TM55,403
729,9,TM56,166
730,9,TM68,188
731,9,TM74,203
732,9,TM78,57
733,9,TM80,387
734,9,TM82,117
735,9,TM87,483
736,9,TM90,476
737,9,TM91,164
738,9,TM94,388
739,9,HM03,482
740,9,HM04,470
741,9,HM05,539
742,9,HM06,103
743,9,Breeding,301
744,9,Breeding,207
745,9,Breeding,304
746,9,Breeding,173
747,9,Breeding,157
748,9,Breeding,375
749,9,Breeding,310
750,9,Breeding,556
751,9,Breeding,312
752,9,Breeding,144
753,9,Breeding,16
754,9,Breeding,15
755,9,Breeding,538
756,9,Breeding,51
757,9,Move Tutor,231
758,9,Move Tutor,535
759,9,Move Tutor,17
760,9,Move Tutor,231
761,9,Move Tutor,241
762,9,Move Tutor,245
763,9,Move Tutor,250
764,9,Move Tutor,252
765,9,Move Tutor,324
766,9,Move Tutor,424
767,9,Move Tutor,438
768,9,Move Tutor,448
769,9,Move Tutor,535
770,9,Move Tutor,558
771,9,Gen IV TM01,170
772,9,Gen IV TM43,408
773,9,Gen IV TM58,135
774,9,Gen IV TM72,28
775,9,Gen IV TM78,62
776,9,Gen IV TM83,314
777,9,Gen IV HM05 HGSS,541
778,9,Move Tutor - PtHGSS,311
779,9,Move Tutor - PtHGSS,394
780,9,Move Tutor - HGSS,210
781,9,Move Tutor - Emerald,124
782,9,Move Tutor - Emerald,96
783,9,Move Tutor - FRLG,288
784,9,Move Tutor - FRLG,287
785,9,Move Tutor - FRLG,43
786,9,Move Tutor - FRLG,109
787,9,Move Tutor - FRLG,83
788,9,Move Tutor - FRLG,412
789,9,Move Tutor - FRLG,297
790,10,Level 0,492
791,10,Level 0,471
792,10,Level 15,54
793,10,Move Tutor,54
794,10,Move Tutor,130
795,10,Move Tutor,448
796,11,Level 0,206
797,11,Level 7,206
798,11,Move Tutor,54
799,11,Move Tutor,130
800,11,Move Tutor,250
801,11,Pre-evolution,492
802,11,Pre-evolution,471
803,11,Pre-evolution,54
804,12,Level 0,75
805,12,Level 10,75
806,12,Level 12,339
807,12,Level 12,474
808,12,Level 12,437
809,12,Level 16,202
810,12,Level 18,481
811,12,Level 22,542
812,12,Level 24,349
813,12,Level 28,425
814,12,Level 30,496
815,12,Level 34,365
816,12,Level 36,399
817,12,Level 40,62
818,12,Level 42,55
819,12,Level 46,363
820,12,TM06,513
821,12,TM09,527
822,12,TM10,224
823,12,TM11,478
824,12,TM15,233
825,12,TM17,348
826,12,TM18,366
827,12,TM20,399
828,12,TM21,178
829,12,TM22,451
830,12,TM27,379
831,12,TM29,351
832,12,TM30,414
833,12,TM32,108
834,12,TM40,6
835,12,TM42,142
836,12,TM44,377
837,12,TM45,24
838,12,TM46,503
839,12,TM48,396
840,12,TM53,136
841,12,TM62,4
842,12,TM68,188
843,12,TM70,163
844,12,TM76,473
845,12,TM77,350
846,12,TM85,120
847,12,TM87,483
848,12,TM89,523
849,12,TM90,476
850,12,Move Tutor,54
851,12,Move Tutor,130
852,12,Move Tutor,187
853,12,Move Tutor,395
854,12,Move Tutor,424
855,12,Move Tutor,429
856,12,Move Tutor,438
857,12,Move Tutor,448
858,12,Move Tutor,496
859,12,Pre-evolution,206
860,12,Pre-evolution,492
861,12,Pre-evolution,471
862,12,Pre-evolution,54
863,12,Gen IV TM43,408
864,12,Gen IV TM58,135
865,12,Gen IV TM83,314
866,12,Gen IV HM05 DPt,97
867,12,Move Tutor - PtHGSS,10
868,12,Move Tutor - PtHGSS,323
869,12,Move Tutor - PtHGSS,487
870,12,Move Tutor - PtHGSS,522
871,12,Move Tutor - HGSS,471
872,12,Move Tutor - XD,320
873,12,Move Tutor - FRLG,109
874,12,Move Tutor - FRLG,297
875,12,XD Purification,307
876,13,Level 0,337
877,13,Level 0,471
878,13,Level 15,54
879,13,Move Tutor,54
880,13,Move Tutor,130
881,14,Level 0,206
882,14,Level 7,206
883,14,Move Tutor,54
884,14,Move Tutor,130
885,14,Move Tutor,250
886,14,Pre-evolution,337
887,14,Pre-evolution,471
888,14,Pre-evolution,54
889,15,Level 0,179
890,15,Level 10,179
891,15,Level 13,169
892,15,Level 16,521
893,15,Level 19,364
894,15,Level 22,359
895,15,Level 25,514
896,15,Level 28,332
897,15,Level 31,9
898,15,Level 34,21
899,15,Level 37,336
900,15,Level 40,134
901,15,TM06,513
902,15,TM09,527
903,15,TM10,224
904,15,TM11,478
905,15,TM15,233
906,15,TM17,348
907,15,TM21,178
908,15,TM22,451
909,15,TM27,379
910,15,TM31,50
911,15,TM32,108
912,15,TM36,440
913,15,TM40,6
914,15,TM42,142
915,15,TM44,377
916,15,TM45,24
917,15,TM46,503
918,15,TM48,396
919,15,TM54,146
920,15,TM62,4
921,15,TM66,328
922,15,TM68,188
923,15,TM70,163
924,15,TM75,489
925,15,TM76,473
926,15,TM81,555
927,15,TM84,336
928,15,TM87,483
929,15,TM89,523
930,15,TM90,476
931,15,TM94,388
932,15,HM01,92
933,15,Move Tutor,54
934,15,Move Tutor,122
935,15,Move Tutor,130
936,15,Move Tutor,134
937,15,Move Tutor,187
938,15,Move Tutor,257
939,15,Move Tutor,395
940,15,Move Tutor,438
941,15,Move Tutor,448
942,15,Move Tutor,496
943,15,Pre-evolution,206
944,15,Pre-evolution,337
945,15,Pre-evolution,471
946,15,Pre-evolution,54
947,15,Gen IV TM43,408
948,15,Gen IV TM58,135
949,15,Gen IV TM62,425
950,15,Gen IV TM78,62
951,15,Gen IV TM83,314
952,15,Gen IV HM05 DPt,97
953,15,Move Tutor - PtHGSS,10
954,15,Move Tutor - PtHGSS,180
955,15,Move Tutor - PtHGSS,323
956,15,Move Tutor - PtHGSS,487
957,15,Move Tutor - HGSS,471
958,15,Move Tutor - FRLG,109
959,15,Move Tutor - FRLG,297
960,15,XD Purification,31
961,16,Level 0,492
962,16,Level 5,401
963,16,Level 9,202
964,16,Level 13,361
965,16,Level 17,542
966,16,Level 21,522
967,16,Level 25,147
968,16,Level 29,9
969,16,Level 33,546
970,16,Level 37,395
971,16,Level 41,496
972,16,Level 45,302
973,16,Level 49,11
974,16,Level 53,230
975,16,TM06,513
976,16,TM10,224
977,16,TM11,478
978,16,TM17,348
979,16,TM18,366
980,16,TM21,178
981,16,TM27,379
982,16,TM32,108
983,16,TM40,6
984,16,TM42,142
985,16,TM44,377
986,16,TM45,24
987,16,TM46,503
988,16,TM48,396
989,16,TM83,551
990,16,TM87,483
991,16,TM88,333
992,16,TM89,523
993,16,TM90,476
994,16,HM02,167
995,16,Breeding,359
996,16,Breeding,143
997,16,Breeding,173
998,16,Breeding,464
999,16,Breeding,10
1000,16,Breeding,11
1001,16,Breeding,49
1002,16,Breeding,524
1003,16,Breeding,97
1004,16,Move Tutor,219
1005,16,Move Tutor,395
1006,16,Move Tutor,438
1007,16,Move Tutor,448
1008,16,Move Tutor,496
1009,16,Move Tutor,524
1010,16,Gen IV TM43,408
1011,16,Gen IV TM58,135
1012,16,Gen IV TM78,62
1013,16,Gen IV TM83,314
1014,16,Move Tutor - PtHGSS,323
1015,16,Move Tutor - PtHGSS,487
1016,16,Move Tutor - PtHGSS,311
1017,16,Move Tutor - FRLG,109
1018,16,Move Tutor - FRLG,297
1019,17,Level 0,492
1020,17,Level 0,401
1021,17,Level 0,202
1022,17,Level 5,401
1023,17,Level 9,202
1024,17,Level 13,361
1025,17,Level 17,542
1026,17,Level 22,522
1027,17,Level 27,147
1028,17,Level 32,9
1029,17,Level 37,546
1030,17,Level 42,395
1031,17,Level 47,496
1032,17,Level 52,302
1033,17,Level 57,11
1034,17,Level 62,230
1035,17,TM06,513
1036,17,TM10,224
1037,17,TM11,478
1038,17,TM17,348
1039,17,TM18,366
1040,17,TM21,178
1041,17,TM27,379
1042,17,TM32,108
1043,17,TM40,6
1044,17,TM42,142
1045,17,TM44,377
1046,17,TM45,24
1047,17,TM46,503
1048,17,TM48,396
1049,17,TM83,551
1050,17,TM87,483
1051,17,TM88,333
1052,17,TM89,523
1053,17,TM90,476
1054,17,HM02,167
1055,17,Breeding,359
1056,17,Breeding,143
1057,17,Breeding,173
1058,17,Breeding,464
1059,17,Breeding,10
1060,17,Breeding,11
1061,17,Breeding,49
1062,17,Breeding,524
1063,17,Breeding,97
1064,17,Move Tutor,219
1065,17,Move Tutor,395
1066,17,Move Tutor,438
1067,17,Move Tutor,448
1068,17,Move Tutor,496
1069,17,Move Tutor,524
1070,17,Gen IV TM43,408
1071,17,Gen IV TM58,135
1072,17,Gen IV TM78,62
1073,17,Gen IV TM83,314
1074,17,Move Tutor - PtHGSS,323
1075,17,Move Tutor - PtHGSS,487
1076,17,Move Tutor - PtHGSS,311
1077,17,Move Tutor - FRLG,109
1078,17,Move Tutor - FRLG,297
1079,17,XD Purification,375
1080,18,Level 0,492
1081,18,Level 0,401
1082,18,Level 0,202
1083,18,Level 0,361
1084,18,Level 5,401
1085,18,Level 9,202
1086,18,Level 13,361
1087,18,Level 17,542
1088,18,Level 22,522
1089,18,Level 27,147
1090,18,Level 32,9
1091,18,Level 38,546
1092,18,Level 44,395
1093,18,Level 50,496
1094,18,Level 56,302
1095,18,Level 62,11
1096,18,Level 68,230
1097,18,TM06,513
1098,18,TM10,224
1099,18,TM11,478
1100,18,TM15,233
1101,18,TM17,348
1102,18,TM18,366
1103,18,TM21,178
1104,18,TM27,379
1105,18,TM32,108
1106,18,TM40,6
1107,18,TM42,142
1108,18,TM44,377
1109,18,TM45,24
1110,18,TM46,503
1111,18,TM48,396
1112,18,TM68,188
1113,18,TM83,551
1114,18,TM87,483
1115,18,TM88,333
1116,18,TM89,523
1117,18,TM90,476
1118,18,HM02,167
1119,18,Breeding,359
1120,18,Breeding,143
1121,18,Breeding,173
1122,18,Breeding,464
1123,18,Breeding,10
1124,18,Breeding,11
1125,18,Breeding,49
1126,18,Breeding,524
1127,18,Breeding,97
1128,18,Move Tutor,219
1129,18,Move Tutor,395
1130,18,Move Tutor,431
1131,18,Move Tutor,438
1132,18,Move Tutor,448
1133,18,Move Tutor,496
1134,18,Move Tutor,524
1135,18,Gen IV TM43,408
1136,18,Gen IV TM58,135
1137,18,Gen IV TM78,62
1138,18,Gen IV TM83,314
1139,18,Move Tutor - PtHGSS,323
1140,18,Move Tutor - PtHGSS,487
1141,18,Move Tutor - PtHGSS,311
1142,18,Move Tutor - FRLG,109
1143,18,Move Tutor - FRLG,297
1144,19,Level 0,492
1145,19,Level 0,495
1146,19,Level 4,361
