id,url,move_name,move_type,move_category,move_pp,move_power,move_accuracy,move_description,move_secondary_effect
31,https://www.serebii.net/attackdex-bw/batonpass.shtml,Baton Pass,normal,other,40,0,0,"The user switches places with a party Pokémon in waiting, passing along any stat changes.",Switches out the user but status changes remain.
32,https://www.serebii.net/attackdex-bw/beatup.shtml,Beat Up,dark,physical,10,1,100,"The user gets all party Pokémon to attack the target. The more party Pokémon, the greater the number of attacks.",Does additional damage for every Pokémon in trainer's team.
33,https://www.serebii.net/attackdex-bw/bellydrum.shtml,Belly Drum,normal,other,10,0,0,The user maximizes its Attack stat in exchange for HP equal to half its max HP.,Cut's half of user's maximum HP and maximizes ATTACK.
34,https://www.serebii.net/attackdex-bw/bestow.shtml,Bestow,normal,other,15,0,0,The user passes its held item to the target when the target isn't holding an item.,No effect.
35,https://www.serebii.net/attackdex-bw/bide.shtml,Bide,normal,physical,10,1,0,"The user endures attacks for two turns, then strikes back to cause double the damage taken.","User takes hits for 2 rounds, then strikes back."
36,https://www.serebii.net/attackdex-bw/bind.shtml,Bind,normal,physical,20,15,85,Things such as long bodies or tentacles are used to bind and squeeze the target for four to five turns.,Traps opponent.
37,https://www.serebii.net/attackdex-bw/bite.shtml,Bite,dark,physical,25,60,100,The target is bitten with viciously sharp fangs. It may make the target flinch.,May cause opponent to flinch.
38,https://www.serebii.net/attackdex-bw/blastburn.shtml,Blast Burn,fire,special,5,150,90,"The target is razed by a fiery explosion. The user must rest on the next turn, however.",User cannot attack on the next turn.
39,https://www.serebii.net/attackdex-bw/blazekick.shtml,Blaze Kick,fire,physical,10,85,90,The user launches a kick that lands a critical hit more easily. It may also leave the target with a burn.,Has high critical hit ratio. May induce burn.
40,https://www.serebii.net/attackdex-bw/blizzard.shtml,Blizzard,ice,special,5,120,70,A howling blizzard is summoned to strike the opposing team. It may also freeze them solid.,May induce freeze.
41,https://www.serebii.net/attackdex-bw/block.shtml,Block,normal,other,5,0,0,The user blocks the target's way with arms spread wide to prevent escape.,Prevents the opponent from escaping.
42,https://www.serebii.net/attackdex-bw/blueflare.shtml,Blue Flare,fire,special,5,130,85,"The user attacks by engulfing the target in an intense, yet beautiful, blue flame. It may leave the target with a burn.",May induce burn.
43,https://www.serebii.net/attackdex-bw/bodyslam.shtml,Body Slam,normal,physical,15,85,100,The user drops onto the target with its full body weight. It may also leave the target with paralysis.,May induce paralysis.
44,https://www.serebii.net/attackdex-bw/boltstrike.shtml,Bolt Strike,electric,physical,5,130,85,"The user charges its target, surrounding itself with a great amount of electricity. It may leave the target with paralysis.",May induce paralysis.
45,https://www.serebii.net/attackdex-bw/boneclub.shtml,Bone Club,ground,physical,20,65,85,The user clubs the target with a bone. It may also make the target flinch.,May cause opponent to flinch.
46,https://www.serebii.net/attackdex-bw/bonerush.shtml,Bone Rush,ground,physical,10,25,90,The user strikes the target with a hard bone two to five times in a row.,Attacks 2-5 times in a row.
47,https://www.serebii.net/attackdex-bw/bonemerang.shtml,Bonemerang,ground,physical,10,50,90,"The user throws the bone it holds. The bone loops to hit the target twice, coming and going.",Attacks twice in a row.
48,https://www.serebii.net/attackdex-bw/bounce.shtml,Bounce,flying,physical,5,85,85,"The user bounces up high, then drops on the target on the second turn. It may also leave the target with paralysis.",May induce paralysis.
49,https://www.serebii.net/attackdex-bw/bravebird.shtml,Brave Bird,flying,physical,15,120,100,The user tucks in its wings and charges from a low altitude. The user also takes serious damage.,User takes recoil damage equal to a third of the damage inflicted.
50,https://www.serebii.net/attackdex-bw/brickbreak.shtml,Brick Break,fighting,physical,15,75,100,The user attacks with a swift chop. It can also break any barrier such as Light Screen and Reflect.,Destroys protective barriers.
51,https://www.serebii.net/attackdex-bw/brine.shtml,Brine,water,special,10,65,100,"If the target's HP is down to about half, this attack will hit with double the power.",No effect.
52,https://www.serebii.net/attackdex-bw/bubble.shtml,Bubble,water,special,30,20,100,A spray of countless bubbles is jetted at the opposing team. It may also lower the targets' Speed stats.,May lower opponent's SPEED one stage.
53,https://www.serebii.net/attackdex-bw/bubblebeam.shtml,Bubblebeam,water,special,20,65,100,A spray of bubbles is forcefully ejected at the opposing team. It may also lower their Speed stats.,May lower opponent's SPEED one stage.
54,https://www.serebii.net/attackdex-bw/bugbite.shtml,Bug Bite,bug,physical,20,60,100,"The user bites the target. If the target is holding a Berry, the user eats it and gains its effect.",Removes user's hold BERRY
55,https://www.serebii.net/attackdex-bw/bugbuzz.shtml,Bug Buzz,bug,special,10,90,100,The user vibrates its wings to generate a damaging sound wave. It may also lower the target's Sp. Def stat.,May lower opponent's SP. DEF one stage.
56,https://www.serebii.net/attackdex-bw/bulkup.shtml,Bulk Up,fighting,other,20,0,0,"The user tenses its muscles to bulk up its body, boosting both its Attack and Defense stats.",Raises user's ATTACK and DEFENSE one stage.
57,https://www.serebii.net/attackdex-bw/bulldoze.shtml,Bulldoze,ground,physical,20,60,100,The user stomps down on the ground and attacks everything in the area. Hit Pokémon's Speed stat is reduced.,May lower opponent's SPEED one stage.
58,https://www.serebii.net/attackdex-bw/bulletpunch.shtml,Bullet Punch,steel,physical,30,40,100,The user strikes the target with tough punches as fast as bullets. This move always goes first.,Always strikes first.
59,https://www.serebii.net/attackdex-bw/bulletseed.shtml,Bullet Seed,grass,physical,30,25,100,The user forcefully shoots seeds at the target. Two to five seeds are shot in rapid succession.,Attacks 2-5 times in a row.
60,https://www.serebii.net/attackdex-bw/calmmind.shtml,Calm Mind,psychic,other,20,0,0,The user quietly focuses its mind and calms its spirit to raise its Sp. Atk and Sp. Def stats.,Raises user's SP. ATK and SP. DEF one stage.
61,https://www.serebii.net/attackdex-bw/camouflage.shtml,Camouflage,normal,other,20,0,0,"The user's type is changed depending on its environment, such as at water's edge, in grass, or in a cave.","This move will change the type of the user to a type depending upon the terrain in which it battles. In-game, this is highly useful. However, in the WiFi Rooms, it is rather limited as it will always be within a building. The places and types are as followsLocationTypeBuildingsNormal-typeCaves/MountainsidesRock-typeDesert/RoadsGround-typeFields/Grass/SwampGrass-typeSnowIce-typeWaterWater-type"
62,https://www.serebii.net/attackdex-bw/captivate.shtml,Captivate,normal,other,20,0,100,"If it is the opposite gender of the user, the target is charmed into harshly lowering its Sp. Atk stat.",Lowers opponent's SP. ATK by two stages if of an opposite gender to the user.
63,https://www.serebii.net/attackdex-bw/charge.shtml,Charge,electric,other,20,0,0,The user boosts the power of the Electric move it uses on the next turn. It also raises the user's Sp. Def stat.,Increases the power of the next ELECTRIC attack.
64,https://www.serebii.net/attackdex-bw/chargebeam.shtml,Charge Beam,electric,special,10,50,90,The user attacks with an electric charge. The user may use any remaining electricity to raise its Sp. Atk stat.,May raise user's SP. ATK one stage
65,https://www.serebii.net/attackdex-bw/charm.shtml,Charm,normal,other,20,0,100,"The user gazes at the target rather charmingly, making it less wary. The target's Attack is harshly lowered.",Lowers opponent's ATTACK two stages.
66,https://www.serebii.net/attackdex-bw/chatter.shtml,Chatter,flying,special,20,60,100,The user attacks using a sound wave based on words it has learned. It may also confuse the target.,May CONFUSE the opponent
67,https://www.serebii.net/attackdex-bw/chipaway.shtml,Chip Away,normal,physical,20,70,100,"Looking for an opening, the user strikes continually. The target's stat changes don't affect this attack's damage.",No effect.
68,https://www.serebii.net/attackdex-bw/circlethrow.shtml,Circle Throw,fighting,physical,10,60,90,"The user throws the target and drags out another Pokémon in its party. In the wild, the battle ends.",Forces opponent to switch Pokémon.
69,https://www.serebii.net/attackdex-bw/clamp.shtml,Clamp,water,physical,15,35,85,The target is clamped and squeezed by the user's very thick and sturdy shell for four to five turns.,Traps opponent.
70,https://www.serebii.net/attackdex-bw/clearsmog.shtml,Clear Smog,poison,special,15,50,0,The user attacks by throwing a clump of special mud. All status changes are returned to normal.,Resets all ability stages.
71,https://www.serebii.net/attackdex-bw/closecombat.shtml,Close Combat,fighting,physical,5,120,100,The user fights the target up close without guarding itself. It also cuts the user's Defense and Sp. Def.,Lowers user's DEFENSE & SP. DEF stats by one stage.
72,https://www.serebii.net/attackdex-bw/coil.shtml,Coil,poison,other,20,0,0,The user coils up and concentrates. This raises its Attack and Defense stats as well as its accuracy.,"Raises ATTACK, DEFENSE & ACCURACY one stage."
73,https://www.serebii.net/attackdex-bw/cometpunch.shtml,Comet Punch,normal,physical,15,18,85,The target is hit with a flurry of punches that strike two to five times in a row.,Attacks 2-5 times in a row.
74,https://www.serebii.net/attackdex-bw/confuseray.shtml,Confuse Ray,ghost,other,10,0,100,The target is exposed to a sinister ray that triggers confusion.,May induce CONFUSION.
75,https://www.serebii.net/attackdex-bw/confusion.shtml,Confusion,psychic,special,25,50,100,The target is hit by a weak telekinetic force. It may also leave the target confused.,May induce CONFUSION.
76,https://www.serebii.net/attackdex-bw/constrict.shtml,Constrict,normal,physical,35,10,100,"The target is attacked with long, creeping tentacles or vines. It may also lower the target's Speed stat.",May lower opponent's SPEED one stage.
77,https://www.serebii.net/attackdex-bw/conversion.shtml,Conversion,normal,other,30,0,0,The user changes its type to become the same type as one of its moves.,User changes type into an own move's type.
78,https://www.serebii.net/attackdex-bw/conversion2.shtml,Conversion 2,normal,other,30,0,0,The user changes its type to make itself resistant to the type of the attack the opponent used last.,User becomes a type resistant to opponent's last attack.
79,https://www.serebii.net/attackdex-bw/copycat.shtml,Copycat,normal,other,20,0,0,The user mimics the move used immediately before it. The move fails if no other move has been used yet.,
80,https://www.serebii.net/attackdex-bw/cosmicpower.shtml,Cosmic Power,psychic,other,20,0,0,The user absorbs a mystical power from space to raise its Defense and Sp. Def stats.,Raises user's DEFENSE and SP. DEF one stage.
81,https://www.serebii.net/attackdex-bw/cottonguard.shtml,Cotton Guard,grass,other,10,0,0,"The user protects itself by wrapping its body in soft cotton, drastically raising the user's Defense stat.",Raises user's DEFENSE three stages.
82,https://www.serebii.net/attackdex-bw/cottonspore.shtml,Cotton Spore,grass,other,40,0,100,"The user releases cotton-like spores that cling to the target, harshly reducing its Speed stat.",Lowers opponent's SPEED two stages.
83,https://www.serebii.net/attackdex-bw/counter.shtml,Counter,fighting,physical,20,1,100,"A retaliation move that counters any physical attack, inflicting double the damage taken.","If hit by a physical attack, deals double the damage received."
84,https://www.serebii.net/attackdex-bw/covet.shtml,Covet,normal,physical,40,60,100,"The user endearingly approaches the target, then steals the target's held item.",May steal opponent's item (temporarily in trainer battles).
85,https://www.serebii.net/attackdex-bw/crabhammer.shtml,Crabhammer,water,physical,10,90,90,The target is hammered with a large pincer. Critical hits land more easily.,Has high critical hit ratio.
86,https://www.serebii.net/attackdex-bw/crosschop.shtml,Cross Chop,fighting,physical,5,100,80,The user delivers a double chop with its forearms crossed. Critical hits land more easily.,Has high critical hit ratio.
87,https://www.serebii.net/attackdex-bw/crosspoison.shtml,Cross Poison,poison,physical,20,70,100,A slashing attack with a poisonous blade that may also leave the target poisoned. Critical hits land more easily.,Has high critical hit ratio. May induce poison.
88,https://www.serebii.net/attackdex-bw/crunch.shtml,Crunch,dark,physical,15,80,100,The user crunches up the target with sharp fangs. It may also lower the target's Defense stat.,May lower opponent's DEFENSE one stage.
89,https://www.serebii.net/attackdex-bw/crushclaw.shtml,Crush Claw,normal,physical,10,75,95,The user slashes the target with hard and sharp claws. It may also lower the target's Defense.,May lower opponent's DEFENSE one stage.
90,https://www.serebii.net/attackdex-bw/crushgrip.shtml,Crush Grip,normal,physical,5,1,100,The target is crushed with great force. The attack is more powerful the more HP the target has left.,"This attack's Base Power is anything from 1 up to 110 making it a fairly powerful attack to be used. The means of determining the Base Power however is set based on the Opponent's Hit Points. The higher its hit points the better. This does not refer to the Base Stats for the Hit Points but rather the opponent's HP relative to its maximum at the current point in time.With this in mind, a simple equation is made to determine the base power of the attackBase Power = 110 * (Opponent's Current HP / Opponent's Max HP)So for example if we were battling a Max IV'd, Max EV'd Torterra at Level 100 and it had just over half its HP remaining, it would be as suchBase Power = 110 * (215 / 394) = 60.03 (2 d.p.)This shows that the best time to use Wring Out & Crush Grip would be at the start of a battle with any Pokémon, whether it has just been switched in or the battle is just beginning, in order to get the maximum Base Power. As the battle progresses, the power behind Wring Out & Crush Grip diminshes"
91,https://www.serebii.net/attackdex-bw/curse.shtml,Curse,ghost,other,10,0,0,A move that works differently for the Ghost type than for all other types.,"Ghost type Pokémon: User loses half their maximum HP, and the opponent gets a Nightmare. Other Pokémon types: Raises user's ATTACK and DEFENSE one stage. Lowers user's SPEED one stage."
92,https://www.serebii.net/attackdex-bw/cut.shtml,Cut,normal,physical,30,50,95,The target is cut with a scythe or a claw. It can also be used to cut down thin trees.,No effect.
93,https://www.serebii.net/attackdex-bw/darkpulse.shtml,Dark Pulse,dark,special,15,80,100,The user releases a horrible aura imbued with dark thoughts. It may also make the target flinch.,May cause opponent to flinch.
94,https://www.serebii.net/attackdex-bw/darkvoid.shtml,Dark Void,dark,other,10,0,80,Opposing Pokémon are dragged into a world of total darkness that makes them sleep.,Induces sleep.
95,https://www.serebii.net/attackdex-bw/defendorder.shtml,Defend Order,bug,other,10,0,0,"The user calls out its underlings to shield its body, raising its Defense and Sp. Def stats.",Raises user's DEFENSE and SP. DEF one stage.
96,https://www.serebii.net/attackdex-bw/defensecurl.shtml,Defense Curl,normal,other,40,0,0,The user curls up to conceal weak spots and raise its Defense stat.,Raises user's DEFENSE one stage. Damage from ROLLOUT will be higher.
97,https://www.serebii.net/attackdex-bw/defog.shtml,Defog,flying,other,15,0,0,A strong wind blows away the target's obstacles such as Reflect or Light Screen. It also lowers the target's evasiveness.,"This attack also removes the effect of Reflect, Light Screen, Safeguard, Mist, Spikes, Toxic Spikes and Stealth Rock on the target Pokémon's side of battle."
98,https://www.serebii.net/attackdex-bw/destinybond.shtml,Destiny Bond,ghost,other,5,0,0,"When this move is used, if the user faints, the Pokémon that landed the knockout hit also faints.","If the user faints, the opponent will also faint."
99,https://www.serebii.net/attackdex-bw/detect.shtml,Detect,fighting,other,5,0,0,It enables the user to evade all attacks. Its chance of failing rises if it is used in succession.,"This move if used in succession with other protection moves has its success rate cut with each successive use until the 9th successive use where it caps off.Successive UseRate1 Use100%2 Uses50%1/23 Uses25%1/44 Uses12.5%1/85 Uses6.25%1/166 Uses3.125%1/327 Uses1.5625%1/648 Uses0.78125%1/1289+ Uses0.000000023283064%1/4294967295 This will prevent damage and effects of almost all possible attacks that would be inflicted upon the user.There are a few moves and abilities which do break through this move The following moves are also unaffected by Protect & Detect: Doom Desire (delayed damage only), Future Sight (delayed damage only), Feint, Hyperspace Fury, Hyperspace Hole, Hyper Drill, Imprison, Perish Song, Phantom Force, Psych Up, Shadow Force, Transform"
100,https://www.serebii.net/attackdex-bw/dig.shtml,Dig,ground,physical,10,80,100,"The user burrows, then attacks on the second turn. It can also be used to exit dungeons.",No effect.
101,https://www.serebii.net/attackdex-bw/disable.shtml,Disable,normal,other,20,0,100,"For four turns, this move prevents the target from using the move it last used.",Disables opponent's last move.
102,https://www.serebii.net/attackdex-bw/discharge.shtml,Discharge,electric,special,15,80,100,A flare of electricity is loosed to strike the area around the user. It may also cause paralysis.,May induce paralysis.
103,https://www.serebii.net/attackdex-bw/dive.shtml,Dive,water,physical,10,80,100,"Diving on the first turn, the user floats up and attacks on the second turn. It can be used to dive deep in the ocean.","The user is protected the first turn, attacks the second turn."
104,https://www.serebii.net/attackdex-bw/dizzypunch.shtml,Dizzy Punch,normal,physical,10,70,100,The target is hit with rhythmically launched punches that may also leave it confused.,May induce CONFUSION.
105,https://www.serebii.net/attackdex-bw/doomdesire.shtml,Doom Desire,steel,special,5,140,100,"Two turns after this move is used, the user blasts the target with a concentrated bundle of light.",Damage delays 2 turns.
106,https://www.serebii.net/attackdex-bw/doublehit.shtml,Double Hit,normal,physical,10,35,90,"The user slams the target with a long tail, vines, or tentacle. The target is hit twice in a row.",Attacks twice in a row.
107,https://www.serebii.net/attackdex-bw/doublekick.shtml,Double Kick,fighting,physical,30,30,100,The target is quickly kicked twice in succession using both feet.,Attacks twice in a row.
108,https://www.serebii.net/attackdex-bw/doubleteam.shtml,Double Team,normal,other,15,0,0,"By moving rapidly, the user makes illusory copies of itself to raise its evasiveness.",Raises user's EVASIVENESS one stage.
109,https://www.serebii.net/attackdex-bw/double-edge.shtml,Double-edge,normal,physical,15,120,100,"A reckless, life-risking tackle. It also damages the user by a fairly large amount, however.",User takes recoil damage equal to a third of the damage inflicted.
110,https://www.serebii.net/attackdex-bw/doubleslap.shtml,Doubleslap,normal,physical,10,15,85,"The target is slapped repeatedly, back and forth, two to five times in a row.",Attacks 2-5 times in a row.
111,https://www.serebii.net/attackdex-bw/dracometeor.shtml,Draco Meteor,dragon,special,5,140,90,Comets are summoned down from the sky onto the target. The attack's recoil harshly reduces the user's Sp. Atk stat.,Lowers user's SP. ATK two stages.
112,https://www.serebii.net/attackdex-bw/dragonclaw.shtml,Dragon Claw,dragon,physical,15,80,100,"The user slashes the target with huge, sharp claws.",No effect.
113,https://www.serebii.net/attackdex-bw/dragondance.shtml,Dragon Dance,dragon,other,20,0,0,"The user vigorously performs a mystic, powerful dance that boosts its Attack and Speed stats.",Raises user's ATTACK and SPEED one stage.
114,https://www.serebii.net/attackdex-bw/dragonpulse.shtml,Dragon Pulse,dragon,special,10,90,100,The target is attacked with a shock wave generated by the user's gaping mouth.,No effect.
115,https://www.serebii.net/attackdex-bw/dragonrage.shtml,Dragon Rage,dragon,special,10,1,100,This attack hits the target with a shock wave of pure rage. This attack always inflicts 40 HP damage.,Inflicts 40 HP damage.
116,https://www.serebii.net/attackdex-bw/dragonrush.shtml,Dragon Rush,dragon,physical,10,100,75,The user tackles the target while exhibiting overwhelming menace. It may also make the target flinch.,May cause opponent to flinch.
117,https://www.serebii.net/attackdex-bw/dragontail.shtml,Dragon Tail,dragon,physical,10,60,90,"The user knocks away the target and drags out another Pokémon in its party. In the wild, the battle ends.",Forces opponent to switch Pokémon.
118,https://www.serebii.net/attackdex-bw/dragonbreath.shtml,Dragonbreath,dragon,special,20,60,100,The user exhales a mighty gust that inflicts damage. It may also leave the target with paralysis.,May induce paralysis.
119,https://www.serebii.net/attackdex-bw/drainpunch.shtml,Drain Punch,fighting,physical,10,75,100,An energy-draining punch. The user's HP is restored by half the damage taken by the target.,User recovers half the damage inflicted.
120,https://www.serebii.net/attackdex-bw/dreameater.shtml,Dream Eater,psychic,special,15,100,100,The user eats the dreams of a sleeping target. It absorbs half the damage caused to heal the user's HP.,User recovers half the damage inflicted on a sleeping opponent.
121,https://www.serebii.net/attackdex-bw/drillpeck.shtml,Drill Peck,flying,physical,20,80,100,A corkscrewing attack with the sharp beak acting as a drill.,No effect.
122,https://www.serebii.net/attackdex-bw/drillrun.shtml,Drill Run,ground,physical,10,80,95,The user crashes into its target while rotating its body like a drill. Critical hits land more easily.,Has high critical hit ratio.
123,https://www.serebii.net/attackdex-bw/dualchop.shtml,Dual Chop,dragon,physical,15,40,90,The user attacks its target by hitting it with brutal strikes. The target is hit twice in a row.,Attacks twice in a row.
124,https://www.serebii.net/attackdex-bw/dynamicpunch.shtml,Dynamicpunch,fighting,physical,5,100,50,"The user punches the target with full, concentrated power. It confuses the target if it hits.",May induce CONFUSION.
125,https://www.serebii.net/attackdex-bw/earthpower.shtml,Earth Power,ground,special,10,90,100,The user makes the ground under the target erupt with power. It may also lower the target's Sp. Def.,May lower opponent's SP. DEF one stage.
126,https://www.serebii.net/attackdex-bw/earthquake.shtml,Earthquake,ground,physical,10,100,100,The user sets off an earthquake that strikes those around it.,Hits everyone on the field.
127,https://www.serebii.net/attackdex-bw/echoedvoice.shtml,Echoed Voice,normal,special,15,40,100,"The user attacks the target with an echoing voice. If this move is used every turn, it does greater damage.","This move increases in power when used by different Pokémon on your side in the same turn or the last turn. The increase is by 100%. If two Pokémon use it in Double or Triple Battles or it's used repeatedly, the second power is 80 and if a third Pokémon uses it, its Base Power is 160. If it's used a fourth time within the same two turns, it is capped at 200."
128,https://www.serebii.net/attackdex-bw/eggbomb.shtml,Egg Bomb,normal,physical,10,100,75,A large egg is hurled at the target with maximum force to inflict damage.,No effect.
129,https://www.serebii.net/attackdex-bw/electroball.shtml,Electro Ball,electric,special,10,1,100,"The user hurls an electric orb at the target. The faster the user is than the target, the greater the damage.",Electro Ball is unique in that its power is determined based upon both the user's speed and the speed of the target. More damage is inflicted if the opponent is slower than the user. This isn't done via a specific calculation but has set amounts based upon the speed values.SpeedBase PowerTarget Speed > 50% of User60Target Speed > 33% of User80Target Speed > 25% of User120Target Speed < 25% of User150
130,https://www.serebii.net/attackdex-bw/electroweb.shtml,Electroweb,electric,special,15,55,95,The user captures and attacks opposing Pokémon by using an electric net. It reduces the targets' Speed stat.,Lowers opponent's SPEED one stage.
131,https://www.serebii.net/attackdex-bw/embargo.shtml,Embargo,dark,other,15,0,100,It prevents the target from using its held item. Its Trainer is also prevented from using items on it.,All hold items cannot be used.
132,https://www.serebii.net/attackdex-bw/ember.shtml,Ember,fire,special,25,40,100,The target is attacked with small flames. It may also leave the target with a burn.,May induce burn.
133,https://www.serebii.net/attackdex-bw/encore.shtml,Encore,normal,other,5,0,100,The user compels the target to keep using only the move it last used for three turns.,Opponent repears the last move.
134,https://www.serebii.net/attackdex-bw/endeavor.shtml,Endeavor,normal,physical,5,1,100,An attack move that cuts down the target's HP to equal the user's HP.,Power rises if user's HP are less than opponent's HP.
